"_cached_page_id","_template","_type","best_seller","captions","course_name","current_price","field1","hours_video","hours_video_precise","language","last_updated","num_articles","num_lectures","num_ratings","original_price","rating","students_enrolled","supplemental_resources","url"
"ef4b0f80f4a024c98f51549a582d6fa497508803","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Data Science: Supervised Machine Learning in Python","Current price: 10 €","/data-science-supervised-machine-learning-in-python","3.5 hours on-demand video","03:30:41","English","Last updated 11/2017","Full lifetime access","38 Lectures","4.6 (381 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 120 €","","5,638 students enrolled","Access on mobile and TV","https://www.udemy.com/data-science-supervised-machine-learning-in-python/"
"7da0210b9b5fd550e1007de606ce5ef6a70bd241","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","Best Seller","English [Auto-generated]","Machine Learning A-Z™: Hands-On Python & R In Data Science","Current price: 10 €","/machinelearning,/machinelearning,/machinelearning","40.5 hours on-demand video","40:47:04","English","Last updated 10/2017","19 Articles","276 Lectures","4.5 (22,229 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","4.5","140,016 students enrolled","2 Supplemental Resources","https://www.udemy.com/machinelearning/"
"7a146d9684f970e7a32f257638af5840c9fde566","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Deep Learning: GANs and Variational Autoencoders","Current price: 10 €","/deep-learning-gans-and-variational-autoencoders","5.5 hours on-demand video","05:16:29","English","Last updated 8/2017","Full lifetime access","41 Lectures","4.6 (104 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 180 €","","1,999 students enrolled","Access on mobile and TV","https://www.udemy.com/deep-learning-gans-and-variational-autoencoders/"
"20a1ffce6589a5b286d7887ac9fe759f660b1120","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Statistics for Data Science and Business Analysis","Current price: 10 €","/statistics-for-data-science-and-business-analysis","4 hours on-demand video","03:53:43","English","Last updated 10/2017","83 Supplemental Resources","60 Lectures","4.5 (317 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 150 €","","2,381 students enrolled","Full lifetime access","https://www.udemy.com/statistics-for-data-science-and-business-analysis/"
"459cd4a52116ceaa1d8ba03ae75a2c84972723fe","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","Best Seller","English","The Ultimate Hands-On Hadoop - Tame your Big Data!","Current price: 10 €","/the-ultimate-hands-on-hadoop-tame-your-big-data,/the-ultimate-hands-on-hadoop-tame-your-big-data","14.5 hours on-demand video","14:30:05","English","Last updated 9/2017","1 Article","96 Lectures","4.6 (3,152 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 180 €","4.6","21,148 students enrolled","2 Supplemental Resources","https://www.udemy.com/the-ultimate-hands-on-hadoop-tame-your-big-data/"
"f2b8a0675e9e54fcf97303c2ba9021d0e90a5322","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","Best Seller","English [Auto-generated]","Zero to Deep Learning™ with Python and Keras","Current price: 10 €","/zero-to-deep-learning,/zero-to-deep-learning,/zero-to-deep-learning","9.5 hours on-demand video","09:44:26","English","Last updated 5/2017","6 Articles","132 Lectures","4.4 (552 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","4.4","6,026 students enrolled","Full lifetime access","https://www.udemy.com/zero-to-deep-learning/"
"07200e4d6cd1d3edc1dac65061875c533119220d","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","管理數學 Management Math :解決管理問題的數學","Price: Free","/managementmath,/managementmath","13.5 hours on-demand video","13:39:27","Traditional Chinese","Last updated 1/2015","Full lifetime access","27 Lectures","4.2 (23 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","1,744 students enrolled","Access on mobile and TV","https://www.udemy.com/managementmath/"
"4adf07d4a20eb91a752fc03c87571fe84188ef79","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Análisis de Información con Tableau","Price: Free","/analisis-de-informacion-con-tableau","2 hours on-demand video","01:46:46","Spanish","Last updated 9/2016","3 Supplemental Resources","24 Lectures","4.2 (62 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","831 students enrolled","Full lifetime access","https://www.udemy.com/analisis-de-informacion-con-tableau/"
"f03b0ee665a68d14f55c8438f39e408ce2521563","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Công cụ và kỹ năng dành cho Business Analyst","Current price: 10 €","/cong-cu-va-ky-nang-danh-cho-business-analyst","30 mins on-demand video","30:05","Vietnamese","Last updated 12/2016","2 Supplemental Resources","5 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","0.0","0 students enrolled","Full lifetime access","https://www.udemy.com/cong-cu-va-ky-nang-danh-cho-business-analyst/"
"b444ba9d433524e1ef3392366bad9ce9a90f5304","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Chìa khoá thành công cho Business Analyst","Current price: 10 €","/chia-khoa-thanh-cong-cho-business-analyst","34 mins on-demand video","34:02","Vietnamese","Last updated 12/2016","3 Supplemental Resources","7 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","0.0","0 students enrolled","Full lifetime access","https://www.udemy.com/chia-khoa-thanh-cong-cho-business-analyst/"
"1dbd14a8f85e0a161b406e5988727b5eb634fcb9","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Excel La planilla de calculo de datos e información","Current price: 10 €","/excel-la-planilla-de-calculo-de-datos-e-informacion","1 hour on-demand video","01:07:31","Spanish","Last updated 10/2017","4 Articles","14 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 30 €","0.0","0 students enrolled","Full lifetime access","https://www.udemy.com/excel-la-planilla-de-calculo-de-datos-e-informacion/"
"2a2ef86101043bcd2affa31e96ea035014cf1afe","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Matemática - Revisão ENEM","Current price: 10 €","/matematicarevisaoenem","3 hours on-demand video","03:10:38","Portuguese","Last updated 11/2013","Full lifetime access","12 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 30 €","","8 students enrolled","Access on mobile and TV","https://www.udemy.com/matematicarevisaoenem/"
"9ac83f648ad9f6104de8256eb99658d3d517e5a0","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Excel : Utilisez le Business Intelligence comme un pro","Current price: 10 €","/excel-utilisez-le-business-intelligence-comme-un-pro","8 hours on-demand video","07:58:54","French","Last updated 10/2017","16 Articles","121 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 175 €","0.0","4 students enrolled","21 Supplemental Resources","https://www.udemy.com/excel-utilisez-le-business-intelligence-comme-un-pro/"
"d0de97796bd2b1a2f92303a7794e8f57c7380d63","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Découvrez EXCEL en 11 étapes faciles","Current price: 10 €","/decouvrez-excel-en-11-etapes-faciles","6 hours on-demand video","06:06:40","French","Last updated 12/2016","11 Articles","170 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 100 €","","10 students enrolled","14 Supplemental Resources","https://www.udemy.com/decouvrez-excel-en-11-etapes-faciles/"
"b0a0f8c69131579379550c213393ad71487ab4e5","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","เขียนโปรแกรม Purchase Order ด้วย MS Access","Current price: 10 €","/purchase-order-ms-access","6 hours on-demand video","05:50:22","Thai","Last updated 10/2017","4 Articles","43 Lectures","0.0 (0 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 55 €","0.0","7 students enrolled","7 Supplemental Resources","https://www.udemy.com/purchase-order-ms-access/"
"1a89e8f50b3f92c86e46ae08f9169a7cd56ffae0","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Experto en Tablas Dinámicas","Current price: 10 €","/experto-en-tablas-dinamicas","5.5 hours on-demand video","05:28:23","Spanish","Last updated 9/2017","2 Articles","69 Lectures","5.0 (1 rating) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 75 €","5.0","12 students enrolled","61 Supplemental Resources","https://www.udemy.com/experto-en-tablas-dinamicas/"
"23bddbe80eafb916d716aaa7e0ee43dad98d33f5","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Vende más mejorando la conversión E-commerce con Analytics","Current price: 10 €","/optimiza-tu-negocio-online-mejorando-el-ratio-de-conversion","2 hours on-demand video","02:00:19","Spanish","Last updated 9/2017","4 Articles","25 Lectures","4.5 (1 rating) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 100 €","4.5","12 students enrolled","5 Supplemental Resources","https://www.udemy.com/optimiza-tu-negocio-online-mejorando-el-ratio-de-conversion/"
"297cfa7b792ddb737d6b72b462f2562233b02ea6","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Estadística descriptiva práctica en SPSS","Current price: 10 €","/estadistica-descriptiva-en-spss-en-menos-de-5-horas","1 hour on-demand video","01:27:55","Spanish","Last updated 8/2015","1 Article","22 Lectures","4.3 (8 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","51 students enrolled","3 Supplemental Resources","https://www.udemy.com/estadistica-descriptiva-en-spss-en-menos-de-5-horas/"
"e8b0e4bddc2caca2e36f76d0db4e6b22ed698e5a","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Logistic and Supply Chain by Microsoft Access","Current price: 10 €","/logistic-and-supply-chain-by-microsoft-access","5.5 hours on-demand video","05:40:26","Thai","Last updated 10/2017","4 Articles","49 Lectures","4.5 (1 rating) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 55 €","","21 students enrolled","11 Supplemental Resources","https://www.udemy.com/logistic-and-supply-chain-by-microsoft-access/"
"c009653a0eab46a880be92a50e3eb2a57e84cdf9","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Tableau Практикум: Обучение визуальной аналитике","Current price: 10 €","/tableau-practice","3.5 hours on-demand video","03:41:02","Russian","Last updated 9/2017","Full lifetime access","81 Lectures","5.0 (4 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 80 €","5.0","17 students enrolled","Access on mobile and TV","https://www.udemy.com/tableau-practice/"
"1df4510ce5ece07b5552d4154eebe26eccd286a4","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Rでの実践的なデータ可視化・探索的データ解析","Price: 35 €","/r-data-visualization","5.5 hours on-demand video","05:27:44","Japanese","Last updated 7/2017","1 Article","37 Lectures","4.7 (3 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","39 students enrolled","89 Supplemental Resources","https://www.udemy.com/r-data-visualization/"
"50bbd1652716f139a7dd1e2bbedb9006206b592d","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Estadística descriptiva en SPSS","Current price: 10 €","/bases-para-el-analisis-de-datos-en-spss","2.5 hours on-demand video","06:32:51","Spanish","Last updated 2/2013","3 Supplemental Resources","24 Lectures","4.2 (13 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","94 students enrolled","Full lifetime access","https://www.udemy.com/bases-para-el-analisis-de-datos-en-spss/"
"51cde9fa09a1692dacb781d2120a17971ed0f077","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","【R言語でらくらく解析】ビジネスマンのためのデータ分析入門","Current price: 10 €","/datum_studio_1","3 hours on-demand video","02:50:57","Japanese","Last updated 9/2017","Full lifetime access","22 Lectures","5.0 (2 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 85 €","5.0","45 students enrolled","Access on mobile and TV","https://www.udemy.com/datum_studio_1/"
"1f704ce04de700016b44a84d269c617d4b4e980a","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Aprenda Ciência de Dados com Python","Current price: 10 €","/aprenda-ciencia-de-dados-com-python","5.5 hours on-demand video","05:31:28","Portuguese","Last updated 11/2017","1 Article","40 Lectures","4.6 (21 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","4.6","85 students enrolled","Full lifetime access","https://www.udemy.com/aprenda-ciencia-de-dados-com-python/"
"cac85f904fbd299d9a4c6d99bf250cdfa7b949d0","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Bootcamp para no estadísticos","Current price: 10 €","/bootcamp-para-no-estadisticos","6.5 hours on-demand video","06:24:18","Spanish","Last updated 12/2015","Full lifetime access","29 Lectures","4.1 (9 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","254 students enrolled","Access on mobile and TV","https://www.udemy.com/bootcamp-para-no-estadisticos/"
"5e46f75d646bd08fa67ada151a0d4a593d6bcc19","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Power BIで学ぶ、データサイエンティストの分析プロセス入門","Current price: 10 €","/power-bi","1 hour on-demand video","01:04:28","Japanese","Last updated 3/2016","Full lifetime access","10 Lectures","3.3 (26 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","217 students enrolled","Access on mobile and TV","https://www.udemy.com/power-bi/"
"4029f1566f945edca062451dea325325eee37cd8","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","설치부터 시각화까지! 초보자를 위한 R 입문","Current price: 15 €","/the_complete_r_101_for_beginners,/the_complete_r_101_for_beginners,/the_complete_r_101_for_beginners,/the_complete_r_101_for_beginners","2.5 hours on-demand video","02:30:27","Korean","Last updated 6/2017","1 Article","41 Lectures","3.7 (20 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 60 €","","173 students enrolled","1 Supplemental Resource","https://www.udemy.com/the_complete_r_101_for_beginners/"
"74e19f677fd34ec690a10349b684ae75bf81258e","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Microsoft Power BI Desktop: Modelagem e análise de dados","Current price: 10 €","/microsoft-power-bi-desktop-modelagem-e-analise-de-dados","2.5 hours on-demand video","02:35:34","Portuguese","Last updated 9/2017","Full lifetime access","24 Lectures","4.6 (5 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 85 €","4.6","24 students enrolled","Access on mobile and TV","https://www.udemy.com/microsoft-power-bi-desktop-modelagem-e-analise-de-dados/"
"8e974dd43152a45e9ae9e8e26d2dc5ae5579d1f9","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Análise de Informações para o TCU","Price: 75 €","/analise-de-informacoes-para-o-tcu","8 hours on-demand video","07:50:55","Portuguese","Last updated 8/2015","Full lifetime access","40 Lectures","4.7 (24 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","61 students enrolled","Access on mobile and TV","https://www.udemy.com/analise-de-informacoes-para-o-tcu/"
"891e3b859cb3e224f59f9a0dc264002d5ffb987b","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Magia Negra en Análisis de Datos con Excel","Current price: 10 €","/magia-negra-en-analisis-de-datos-con-excel","1.5 hours on-demand video","01:32:32","Spanish","Last updated 6/2017","33 Supplemental Resources","16 Lectures","4.1 (7 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 25 €","","41 students enrolled","Full lifetime access","https://www.udemy.com/magia-negra-en-analisis-de-datos-con-excel/"
"58b22d212bf75d5e8a1c038699eeb5000d76cb1a","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","","Rではじめる統計基礎講座","Current price: 10 €","/r-statistics","6 hours on-demand video","06:02:19","Japanese","Last updated 10/2017","6 Supplemental Resources","32 Lectures","4.2 (5 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","4.2","78 students enrolled","Full lifetime access","https://www.udemy.com/r-statistics/"
"197ed5d9c2585b22ca2e6c347cdabf15404a2ca1","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Estadística inferencial en SPSS","Current price: 10 €","/estadistica-inferencial-en-spss","1.5 hours on-demand video","05:19:27","Spanish","Last updated 9/2014","1 Article","20 Lectures","4.6 (15 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","95 students enrolled","2 Supplemental Resources","https://www.udemy.com/estadistica-inferencial-en-spss/"
"6fcb334f761adbeb8731c031695f28e9bd205bcb","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Excel Pivot-Profi werden - Daten schnell & einfach auswerten","Current price: 10 €","/excel-pivot-profi-werden-und-daten-schnell-einfach-auswerten","7 hours on-demand video","07:14:54","German","Last updated 4/2017","12 Articles","45 Lectures","4.8 (11 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","","116 students enrolled","38 Supplemental Resources","https://www.udemy.com/excel-pivot-profi-werden-und-daten-schnell-einfach-auswerten/"
"844b5bd758fa9b048ba4728dbf4a7b3022abcbe3","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Linguagem SQL para iniciantes","Current price: 10 €","/linguagem-sql-para-iniciantes","1 hour on-demand video","01:10:31","Portuguese","Last updated 7/2015","1 Supplemental Resource","21 Lectures","4.6 (24 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","233 students enrolled","Full lifetime access","https://www.udemy.com/linguagem-sql-para-iniciantes/"
