url	Search Course 2_link	Search Course 3	Search Course 3_link	Badge Content Text	Badge Content Link	Badge Content Link_link	Search Course 4	Search Course 5	Search Course 6	Search Course 7	Search Course 8	Search Course 9	Search Course 12	Search Course 13	Search Course 14	Search Course 14_link
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=1	https://www.udemy.com/python-coding/	Python A-Z™: Python For Data Science With Real Exercises!	https://www.udemy.com/python-coding/				Kirill Eremenko• Data Scientist & Forex Systems Expert	"Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization"	68 lectures	11 hours	All Levels	English	$200	4.6	"(2,600 ratings)"	https://www.udemy.com/python-coding/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=1	https://www.udemy.com/deep-reinforcement-learning-in-python/	Advanced AI: Deep Reinforcement Learning in Python	https://www.udemy.com/deep-reinforcement-learning-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	The Complete Guide to Mastering Artificial Intelligence using Deep Learning and Neural Networks	52 lectures	5 hours	Expert Level	English [Auto-generated]	$180	4.6	(264 ratings)	https://www.udemy.com/deep-reinforcement-learning-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/data-science-and-machine-learning-bootcamp-with-r/	Data Science and Machine Learning Bootcamp with R	https://www.udemy.com/data-science-and-machine-learning-bootcamp-with-r/				Jose Portilla• Data Scientist	Learn how to use the R programming language for data science and machine learning and data visualization!	127 lectures	18 hours	All Levels	English	$195	4.6	"(2,718 ratings)"	https://www.udemy.com/data-science-and-machine-learning-bootcamp-with-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/deep-learning-convolutional-neural-networks-theano-tensorflow/	Deep Learning: Convolutional Neural Networks in Python	https://www.udemy.com/deep-learning-convolutional-neural-networks-theano-tensorflow/				Lazy Programmer Inc.• Data scientist and big data engineer	Computer Vision and Data Science and Machine Learning combined! In Theano and TensorFlow	33 lectures	4 hours	Expert Level	English	$120	4.6	(654 ratings)	https://www.udemy.com/deep-learning-convolutional-neural-networks-theano-tensorflow/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/bayesian-machine-learning-in-python-ab-testing/	Bayesian Machine Learning in Python: A/B Testing	https://www.udemy.com/bayesian-machine-learning-in-python-ab-testing/	in A/B Testing | Data & Analytics	A/B Testing	https://www.udemy.com/topic/ab-testing/	Lazy Programmer Inc.• Data scientist and big data engineer	"Data Science, Machine Learning, and Data Analytics Techniques for Marketing, Digital Media, Online Advertising, and More"	40 lectures	3.5 hours	All Levels	English [Auto-generated]	$120	4.6	(460 ratings)	https://www.udemy.com/bayesian-machine-learning-in-python-ab-testing/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/data-statistics/	Statistics for Business Analytics A-Z™	https://www.udemy.com/data-statistics/	in Business Analytics | Data & Analytics	Business Analytics	https://www.udemy.com/topic/business-analytics/	Kirill Eremenko• Data Scientist & Forex Systems Expert	"Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!"	42 lectures	7 hours	All Levels	English [Auto-generated]	$200	4.4	(952 ratings)	https://www.udemy.com/data-statistics/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/deep-learning-recurrent-neural-networks-in-python/	Deep Learning: Recurrent Neural Networks in Python	https://www.udemy.com/deep-learning-recurrent-neural-networks-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	"GRU, LSTM, + more modern deep learning, machine learning, and data science for sequences"	39 lectures	5 hours	All Levels	English [Auto-generated]	$120	4.6	(641 ratings)	https://www.udemy.com/deep-learning-recurrent-neural-networks-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/scala-and-spark-for-big-data-and-machine-learning/	Scala and Spark for Big Data and Machine Learning	https://www.udemy.com/scala-and-spark-for-big-data-and-machine-learning/				Jose Portilla• Data Scientist	"Learn the latest Big Data technology - Spark and Scala, including Spark 2.0 DataFrames!"	80 lectures	10 hours	All Levels	English [Auto-generated]	$195	4.4	"(1,505 ratings)"	https://www.udemy.com/scala-and-spark-for-big-data-and-machine-learning/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/python-for-data-science-and-machine-learning-bootcamp/	Python for Data Science and Machine Learning Bootcamp	https://www.udemy.com/python-for-data-science-and-machine-learning-bootcamp/				Jose Portilla• Data Scientist	"Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more!"	143 lectures	21.5 hours	All Levels	English	$195	4.6	"(10,491 ratings)"	https://www.udemy.com/python-for-data-science-and-machine-learning-bootcamp/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/mspowerbi/	Power BI A-Z: Hands-On Power BI Training For Data Science!	https://www.udemy.com/mspowerbi/				Kirill Eremenko• Data Scientist & Forex Systems Expert	Learn Microsoft Power BI for Data Science and Data Analytics. Build visualizations and BI reports with Power BI Desktop	39 lectures	4.5 hours	All Levels	English [Auto-generated]	$200	4.5	"(1,140 ratings)"	https://www.udemy.com/mspowerbi/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/powerbi-complete-introduction/	Microsoft Power BI - A Complete Introduction	https://www.udemy.com/powerbi-complete-introduction/	in Microsoft Power BI | Data & Analytics	Microsoft Power BI	https://www.udemy.com/topic/microsoft-power-bi/	Manuel Lorenz• Professional Business Analyst	"Learn how to use Microsoft's Power BI Tools, including Power BI Desktop, Power BI Service and PowerBI Developer"	123 lectures	10 hours	Beginner Level	English [Auto-generated]	$200	4.7	(682 ratings)	https://www.udemy.com/powerbi-complete-introduction/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/datascience/	Data Science A-Z™: Real-Life Data Science Exercises Included	https://www.udemy.com/datascience/				Kirill Eremenko• Data Scientist & Forex Systems Expert	"Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!"	210 lectures	21 hours	All Levels	"English, Dutch, 
5 more
French
Hindi
Korean
Polish
Traditional Chinese"	$200	4.5	"(8,367 ratings)"	https://www.udemy.com/datascience/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/elasticsearch-and-elastic-stack-in-depth-and-hands-on/	Elasticsearch 5 and Elastic Stack - In Depth and Hands On!	https://www.udemy.com/elasticsearch-and-elastic-stack-in-depth-and-hands-on/				Sundog Education by Frank Kane• Training the World in Big Data and Machine Learning	"Search, analyze, and visualize big data on a cluster with Elasticsearch, Logstash, Beats, Kibana, and more."	62 lectures	8 hours	All Levels	English	$150	4.6	(417 ratings)	https://www.udemy.com/elasticsearch-and-elastic-stack-in-depth-and-hands-on/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=2	https://www.udemy.com/zero-to-deep-learning/	Zero to Deep Learning™ with Python and Keras	https://www.udemy.com/zero-to-deep-learning/	in Keras | Data & Analytics	Keras	https://www.udemy.com/topic/keras/	Data Weekends• Learn the essentials of Data Science in just one weekend	"Understand and build Deep Learning models for images, text, sound and more using Python and Keras"	132 lectures	9.5 hours	Intermediate Level	English [Auto-generated]	$200	4.4	(539 ratings)	https://www.udemy.com/zero-to-deep-learning/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/the-ultimate-hands-on-hadoop-tame-your-big-data/	The Ultimate Hands-On Hadoop - Tame your Big Data!	https://www.udemy.com/the-ultimate-hands-on-hadoop-tame-your-big-data/	in Big Data | Data & Analytics	Big Data	https://www.udemy.com/topic/big-data/	Sundog Education by Frank Kane• Training the World in Big Data and Machine Learning	"Hadoop, MapReduce, HDFS, Spark, Pig, Hive, HBase, MongoDB, Cassandra, Flume - the list goes on! Over 25 technologies."	96 lectures	14.5 hours	All Levels	English	$180	4.6	"(3,044 ratings)"	https://www.udemy.com/the-ultimate-hands-on-hadoop-tame-your-big-data/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/deep-learning-gans-and-variational-autoencoders/	Deep Learning: GANs and Variational Autoencoders	https://www.udemy.com/deep-learning-gans-and-variational-autoencoders/				Lazy Programmer Inc.• Data scientist and big data engineer	"Generative Adversarial Networks and Variational Autoencoders in Python, Theano, and Tensorflow"	41 lectures	5.5 hours	Intermediate Level	English [Auto-generated]	$180	4.7	(93 ratings)	https://www.udemy.com/deep-learning-gans-and-variational-autoencoders/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/statistics-for-data-science-and-business-analysis/	Statistics for Data Science and Business Analysis	https://www.udemy.com/statistics-for-data-science-and-business-analysis/				365 Careers• Creating opportunities for Business & Finance students	"Statistics you need in the office: Descriptive & Inferential statistics, Hypothesis testing, Regression analysis"	60 lectures	4 hours	All Levels	English [Auto-generated]	$150	4.5	(296 ratings)	https://www.udemy.com/statistics-for-data-science-and-business-analysis/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/machinelearning/	Machine Learning A-Z™: Hands-On Python & R In Data Science	https://www.udemy.com/machinelearning/	in Data Science | Data & Analytics	Data Science	https://www.udemy.com/topic/data-science/	Kirill Eremenko• Data Scientist & Forex Systems Expert	Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.	276 lectures	41 hours	All Levels	English [Auto-generated]	$200	4.5	"(21,674 ratings)"	https://www.udemy.com/machinelearning/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/data-science-supervised-machine-learning-in-python/	Data Science: Supervised Machine Learning in Python	https://www.udemy.com/data-science-supervised-machine-learning-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	Full Guide to Implementing Classic Machine Learning Algorithms in Python and with Sci-Kit Learn	38 lectures	3.5 hours	Beginner Level	English [Auto-generated]	$120	4.6	(378 ratings)	https://www.udemy.com/data-science-supervised-machine-learning-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/deeplearning/	Deep Learning A-Z™: Hands-On Artificial Neural Networks	https://www.udemy.com/deeplearning/	in Deep Learning | Data & Analytics	Deep Learning	https://www.udemy.com/topic/deep-learning/	Kirill Eremenko• Data Scientist & Forex Systems Expert	Learn to create Deep Learning Algorithms in Python from two Machine Learning & Data Science experts. Templates included.	179 lectures	23 hours	All Levels	English [Auto-generated]	$200	4.5	"(4,995 ratings)"	https://www.udemy.com/deeplearning/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/data-science-deep-learning-in-theano-tensorflow/	Modern Deep Learning in Python	https://www.udemy.com/data-science-deep-learning-in-theano-tensorflow/	in TensorFlow | Data & Analytics	TensorFlow	https://www.udemy.com/topic/tensorflow/	Lazy Programmer Inc.• Data scientist and big data engineer	"Build with modern libraries like Tensorflow, Theano, Keras, PyTorch, CNTK, MXNet. Train faster with GPU on AWS."	53 lectures	5.5 hours	All Levels	English [Auto-generated]	$120	4.6	(701 ratings)	https://www.udemy.com/data-science-deep-learning-in-theano-tensorflow/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/unsupervised-deep-learning-in-python/	Unsupervised Deep Learning in Python	https://www.udemy.com/unsupervised-deep-learning-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	"Theano / Tensorflow: Autoencoders, Restricted Boltzmann Machines, Deep Neural Networks, t-SNE and PCA"	40 lectures	4 hours	Intermediate Level	English [Auto-generated]	$120	4.6	(351 ratings)	https://www.udemy.com/unsupervised-deep-learning-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/mastering-top-visualization-techniques-in-tableau/	Tableau Expert: Top Visualization Techniques in Tableau 10	https://www.udemy.com/mastering-top-visualization-techniques-in-tableau/	in Data Visualization | Data & Analytics	Data Visualization	https://www.udemy.com/topic/data-visualization/	Ben Young• Oxford MBA and Tableau Professional	"Become An Expert In Tableau 10 - Master Visualisation Techniques Including Sankey Diagrams, Viola Charts And More"	67 lectures	5.5 hours	Expert Level	English [Auto-generated]	$200	4.4	(100 ratings)	https://www.udemy.com/mastering-top-visualization-techniques-in-tableau/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/unsupervised-machine-learning-hidden-markov-models-in-python/	Unsupervised Machine Learning Hidden Markov Models in Python	https://www.udemy.com/unsupervised-machine-learning-hidden-markov-models-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	"HMMs for stock price analysis, language modeling, web analytics, biology, and PageRank."	49 lectures	6 hours	All Levels	English [Auto-generated]	$120	4.6	(502 ratings)	https://www.udemy.com/unsupervised-machine-learning-hidden-markov-models-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/sqldatabases/	SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL	https://www.udemy.com/sqldatabases/	in Database Design | Data & Analytics	Database Design	https://www.udemy.com/topic/database-design/	Kirill Eremenko• Data Scientist & Forex Systems Expert	Learn Both SQL Server & PostgreSQL By Doing. Enhance Your Data Analytics Career With Real World Data Science Exercises	98 lectures	12.5 hours	All Levels	English [Auto-generated]	$200	4.4	(550 ratings)	https://www.udemy.com/sqldatabases/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=3	https://www.udemy.com/taming-big-data-with-mapreduce-and-hadoop/	Taming Big Data with MapReduce and Hadoop - Hands On!	https://www.udemy.com/taming-big-data-with-mapreduce-and-hadoop/	in MapReduce | Data & Analytics	MapReduce	https://www.udemy.com/topic/mapreduce/	Sundog Education by Frank Kane• Training the World in Big Data and Machine Learning	"Learn MapReduce fast by building over 10 real examples, using Python, MRJob, and Amazon's Elastic MapReduce Service."	52 lectures	5 hours	All Levels	English	$80	4.5	"(1,532 ratings)"	https://www.udemy.com/taming-big-data-with-mapreduce-and-hadoop/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/computer-vision-a-z/	"Computer Vision A-Z™: Learn OpenCV, GANs and Cutting Edge AI"	https://www.udemy.com/computer-vision-a-z/	in OpenCV | Data & Analytics	OpenCV	https://www.udemy.com/topic/opencv/	Hadelin de Ponteves• AI Entrepreneur	Become a Wizard of all the latest Computer Vision tools that exist out there. Detect anything and create powerful apps.	75 lectures	11 hours	All Levels	English [Auto-generated]	$200	4.6	(200 ratings)	https://www.udemy.com/computer-vision-a-z/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/data-science-natural-language-processing-in-python/	Data Science: Natural Language Processing (NLP) in Python	https://www.udemy.com/data-science-natural-language-processing-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	"Complete guide to practical NLP: spam detection, sentiment analysis, article spinners, and latent semantic analysis."	23 lectures	2.5 hours	All Levels	English	$120	4.6	"(1,196 ratings)"	https://www.udemy.com/data-science-natural-language-processing-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/artificial-intelligence-az/	Artificial Intelligence A-Z™: Learn How To Build An AI	https://www.udemy.com/artificial-intelligence-az/	in Artificial Intelligence | Data & Analytics	Artificial Intelligence	https://www.udemy.com/topic/artificial-intelligence/	Hadelin de Ponteves• AI Entrepreneur	"Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!"	115 lectures	16.5 hours	All Levels	English [Auto-generated]	$200	4.4	"(1,723 ratings)"	https://www.udemy.com/artificial-intelligence-az/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/business-analysis-ba/	Business Analysis Fundamentals	https://www.udemy.com/business-analysis-ba/	in Business Analysis | Data & Analytics	Business Analysis	https://www.udemy.com/topic/business-analysis/	Jeremy Aschenbrenner | The BA Guide• Business Analyst Manager & Trainer | Best Selling Instructor	Become a Business Analyst: Learn the core concepts of business analysis from my years of experience in the field!	74 lectures	9 hours	Beginner Level	English [Auto-generated]	$200	4.4	"(1,898 ratings)"	https://www.udemy.com/business-analysis-ba/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/taming-big-data-with-spark-streaming-hands-on/	Taming Big Data with Spark Streaming and Scala - Hands On!	https://www.udemy.com/taming-big-data-with-spark-streaming-hands-on/				Sundog Education by Frank Kane• Training the World in Big Data and Machine Learning	Learn to process massive streams of data in real time on a cluster with Spark Streaming.	36 lectures	6 hours	All Levels	English	$100	4.6	"(1,043 ratings)"	https://www.udemy.com/taming-big-data-with-spark-streaming-hands-on/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/machine-learning-in-python-random-forest-adaboost/	"Ensemble Machine Learning in Python: Random Forest, AdaBoost"	https://www.udemy.com/machine-learning-in-python-random-forest-adaboost/				Lazy Programmer Inc.• Data scientist and big data engineer	"Ensemble Methods: Boosting, Bagging, Boostrap, and Statistical Machine Learning for Data Science in Python"	34 lectures	3.5 hours	All Levels	English [Auto-generated]	$120	4.6	(165 ratings)	https://www.udemy.com/machine-learning-in-python-random-forest-adaboost/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/sql-mysql-for-data-analytics-and-business-intelligence/	SQL - MySQL for Data Analytics and Business Intelligence	https://www.udemy.com/sql-mysql-for-data-analytics-and-business-intelligence/	in Business Intelligence | Data & Analytics	Business Intelligence	https://www.udemy.com/topic/business-intelligence/	365 Careers• Creating opportunities for Business & Finance students	"SQL that will get you hired – SQL for Business Analysis, Marketing, and Data Management"	133 lectures	5 hours	All Levels	English [Auto-generated]	$195	4.7	(18 ratings)	https://www.udemy.com/sql-mysql-for-data-analytics-and-business-intelligence/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/business-analysis-bpmn-data-analytics-for-business-analyst/	"Business Analysis: BPMN, Data Analytics For Business Analyst"	https://www.udemy.com/business-analysis-bpmn-data-analytics-for-business-analyst/	in BPMN | Data & Analytics	BPMN	https://www.udemy.com/topic/bpmn/	"Jean-Gabriel Paquette• 11x Best Selling Instructor 44,000+ Students & Entrepreneur"	"Business Analysis For Business Analyst: Fundamentals Of Analytics, BPMN, Elicitation, SWOT, RACI Matrix & Requirements"	32 lectures	6 hours	All Levels	English	$185	4.5	(344 ratings)	https://www.udemy.com/business-analysis-bpmn-data-analytics-for-business-analyst/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/cluster-analysis-unsupervised-machine-learning-python/	Cluster Analysis and Unsupervised Machine Learning in Python	https://www.udemy.com/cluster-analysis-unsupervised-machine-learning-python/	in Cluster Analysis | Data & Analytics	Cluster Analysis	https://www.udemy.com/topic/cluster-analysis/	Lazy Programmer Inc.• Data scientist and big data engineer	"Data science techniques for pattern recognition, data mining, k-means clustering, and hierarchical clustering, and KDE."	30 lectures	3 hours	Beginner Level	English [Auto-generated]	$120	4.6	(379 ratings)	https://www.udemy.com/cluster-analysis-unsupervised-machine-learning-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/kafka-streams/	Apache Kafka Series - Kafka Streams for Data Processing	https://www.udemy.com/kafka-streams/	in Apache Kafka | Data & Analytics	Apache Kafka	https://www.udemy.com/topic/apache-kafka/	"Stephane Maarek• Best Selling Instructor, Kafka Guru, AWS Solutions Architect"	"Learn the Kafka Streams API with Hands-On Examples, Learn Exactly Once, Build and Deploy Apps with Java 8"	70 lectures	4.5 hours	Intermediate Level		$120	4.5	(93 ratings)	https://www.udemy.com/kafka-streams/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/google-analytics-insights/	Google Analytics: Take a Data Driven Approach to Growth	https://www.udemy.com/google-analytics-insights/	in Google Analytics | Data & Analytics	Google Analytics	https://www.udemy.com/topic/google-analytics/	"Daragh Walsh• Marketer & Instructor with 100,000+ Students"	"Set Up Google Analytics Correctly, Track Marketing Analytics and Get Actionable Insights to Increase Traffic & Sales!"	35 lectures	2.5 hours	All Levels	English [Auto-generated]	$100	4.5	(830 ratings)	https://www.udemy.com/google-analytics-insights/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=4	https://www.udemy.com/complete-practical-sas-statistics-data-analysis-course/	"Complete & Practical SAS, Statistics & Data Analysis Course"	https://www.udemy.com/complete-practical-sas-statistics-data-analysis-course/				Doctor Shenggang Li• Senior Data Scientist	"A complete guide and use cases study for job seekers and beginners -- start career in SAS, Statistics and Data science"	169 lectures	16.5 hours	All Levels	English [Auto-generated]	$90	4.1	(466 ratings)	https://www.udemy.com/complete-practical-sas-statistics-data-analysis-course/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=5	https://www.udemy.com/visual-modeling-master-class/	Business Analyst: Essential Modeling Skills & Techniques	https://www.udemy.com/visual-modeling-master-class/				Jeremy Aschenbrenner | The BA Guide• Business Analyst Manager & Trainer | Best Selling Instructor	"Learn to create Process Flowcharts, User Stories, Use Cases, SWOT Analysis, RACI Matrix, Scoring Matrices, and more!"	77 lectures	6.5 hours	Beginner Level	English [Auto-generated]	$135	4.4	(310 ratings)	https://www.udemy.com/visual-modeling-master-class/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=5	https://www.udemy.com/businessanalysis/	Fundamentals of Business Analysis	https://www.udemy.com/businessanalysis/				Don Hussey• Business Analyst Training	Get the foundation in business analysis you need to solve your organization's biggest problems.	70 lectures	6 hours	All Levels	English [Auto-generated]	$200	4.5	"(1,694 ratings)"	https://www.udemy.com/businessanalysis/#reviews
